Geographic Area,City,percent_completed_hs,Median Income
AK,Nondalton city,84.7,30833
AK,Noorvik city,75.3,40833
AK,North Pole city,92.1,70536
AK,Northway CDP,86.3,51250
AK,Northway Junction CDP,93.3,57500
AK,Northway Village CDP,62.9,20000
AK,Nuiqsut city,65.2,80938
AK,Nulato city,82.8,38281
AK,Nunam Iqua city,62.3,41250
AK,Nunapitchuk city,73.6,35833
AK,Old Harbor city,73.4,33750
AK,Oscarville CDP,60, 
AK,Ouzinkie city,76.7,34464
AK,Palmer city,91.3,61797
AK,Paxson CDP,100, 
AK,Pedro Bay CDP,90.9,56667
AK,Pelican city,78.7,66667
AK,Perryville CDP,71.7,38125
AK,Petersburg CDP,93.6,68641
AK,Petersville CDP,-, 
AK,Pilot Point city,68.8,28750
AK,Pilot Station city,72.6,33125
AK,Pitkas Point CDP,77.6,47500
AK,Platinum city,66.7,44063
AK,Pleasant Valley CDP,100,68929
AK,Point Baker CDP,100, 
AK,Point Hope city,83.6,57292
AK,Point Lay CDP,75.7,61563
AK,Point MacKenzie CDP,89,78500
AK,Point Possession CDP,-, 
AK,Pope-Vannoy Landing CDP,-, 
AK,Portage Creek CDP,-, 
AK,Port Alexander city,100,82813
AK,Port Alsworth CDP,94.7,63750
AK,Port Clarence CDP,100, 
AK,Port Graham CDP,93.2,30000
AK,Port Heiden city,90,59375
AK,Port Lions city,85,41042
AK,Port Protection CDP,100, 
AK,Primrose CDP,100,81458
AK,Prudhoe Bay CDP,96.4, 
AK,Quinhagak city,66.7,31719
AK,Rampart CDP,0, 
AK,Red Devil CDP,66.7,51875
AK,Red Dog Mine CDP,90.9, 
AK,Ridgeway CDP,96.4,103203
AK,Ruby city,83.2,24688
AK,Russian Mission city,76.2,36563
AK,St. George city,91.1,53750
AK,St. Mary's city,84,42500
AK,St. Michael city,79.2,33125
AK,St. Paul city,82.1,57708
AK,Salamatof CDP,87.5,61458
AK,Salcha CDP,97.5,79167
AK,Sand Point city,84.6,56875
AK,Savoonga city,61.4,33661
AK,Saxman city,87.1,46250
AK,Scammon Bay city,74.9,27917
AK,Selawik city,66.2,41827
AK,Seldovia city,95.5,46875
AK,Seldovia Village CDP,92.6,59250
AK,Seward city,93.9,53750
AK,Shageluk city,87.1, 
AK,Shaktoolik city,80.6,38750
AK,Shishmaref city,79.9,29375
AK,Shungnak city,69.3,43125
AK,Silver Springs CDP,90.7,85341
AK,Sitka city and borough,92.8,70376
AK,Skagway CDP,97.2,69643
AK,Skwentna CDP,100,31667
AK,Slana CDP,73.1,18063
AK,Sleetmute CDP,75.6,30313
AK,Soldotna city,93.6,65048
AK,South Naknek CDP,76.4,58750
AK,South Van Horn CDP,82.1,65750
AK,Stebbins city,74.3,39271
AK,Steele Creek CDP,95.3,82049
AK,Sterling CDP,94.5,71597
AK,Stevens Village CDP,80,15938
AK,Stony River CDP,50,22500
AK,Sunrise CDP,100, 
AK,Susitna CDP,-, 
AK,Susitna North CDP,88.7,50536
AK,Sutton-Alpine CDP,84.5,35500
AK,Takotna CDP,82.8,23750
AK,Talkeetna CDP,88.3,49861
AK,Tanacross CDP,79.3,18194
AK,Tanaina CDP,92.3,78263
AK,Tanana city,86.1,45625
AK,Tatitlek CDP,86.3,40000
AK,Tazlina CDP,90.1,64688
AK,Teller city,65.2,24792
AK,Tenakee Springs city,95.9,54375
AK,Tetlin CDP,82.8,21563
AK,Thorne Bay city,95.9,53393
AK,Togiak city,75.3,46250
AK,Tok CDP,91,56818
AK,Toksook Bay city,75.6,64000
AK,Tolsona CDP,-, 
AK,Tonsina CDP,100, 
AK,Trapper Creek CDP,94.3,23125
AK,Tuluksak CDP,74.4,23214
AK,Tuntutuliak CDP,64.1,36750
AK,Tununak CDP,81.7,32500
AK,Twin Hills CDP,74.5,38125
AK,Two Rivers CDP,100,66466
AK,Tyonek CDP,93.3,33750
AK,Ugashik CDP,100,53958
AK,Unalakleet city,93.2,68015
AK,Unalaska city,82.8,90500
AK,Upper Kalskag city,76.6,36806
AK,Valdez city,96.1,98204
AK,Venetie CDP,62.4,27500
AK,Wainwright city,80.8,64583
AK,Wales city,78,29063
AK,Wasilla city,91.8,61541
AK,Whale Pass CDP,100, 
AK,White Mountain city,85.4,27083
AK,Whitestone CDP,69.9, 
AK,Whitestone Logging Camp CDP,-, 
AK,Whittier city,91.1,55893
AK,Willow CDP,89.5,61970
AK,Willow Creek CDP,100, 
AK,Wiseman CDP,100, 
AK,Womens Bay CDP,94.1,86818
AK,Wrangell city and borough,90.2,48603
AK,Yakutat CDP,93.9,72500
AZ,Aguila CDP,26.1,26842
AZ,Ajo CDP,80,32964
AZ,Ak Chin CDP,100, 
AZ,Ak-Chin Village CDP,59.8,25197
AZ,Alamo Lake CDP,100, 
AZ,Ali Chuk CDP,82.4,18661
AZ,Ali Chukson CDP,56.8, 
AZ,Ali Molina CDP,73, 
AZ,Alpine CDP,86.3, 
AZ,Amado CDP,69.9,50284
AZ,Anegam CDP,81.6, 
AZ,Antares CDP,60.9,25417
AZ,Anthem CDP,96.7,85893
AZ,Apache Junction city,85.5,35671
AZ,Arivaca CDP,90.4,22130
AZ,Arivaca Junction CDP,78,36354
AZ,Arizona City CDP,90.3,42927
AZ,Arizona Village CDP,72.4,35625
AZ,Arlington CDP,65.6, 
AZ,Ash Fork CDP,68.5,25762
AZ,Avenue B and C CDP,49.9,26495
AZ,Avondale city,79,55100
AZ,Avra Valley CDP,87.2,49902
AZ,Aztec CDP,100, 
AZ,Bagdad CDP,86.7,78233
AZ,Bear Flat CDP,100, 
AZ,Beaver Dam CDP,73,45078
AZ,Beaver Valley CDP,90.9, 
AZ,Benson city,88,32010
AZ,Beyerville CDP,56.4,31875
AZ,Bisbee city,87.3,31010
AZ,Bitter Springs CDP,59.7,25000
AZ,Black Canyon City CDP,90.4,35781
AZ,Blackwater CDP,67.7,18068
AZ,Bluewater CDP,80.2,33355
AZ,Bouse CDP,84.8,30326
AZ,Bowie CDP,58.3,33438
AZ,Brenda CDP,77.9,57708
AZ,Bryce CDP,100,56771
AZ,Buckeye town,84.3,58939
AZ,Buckshot CDP,50, 
AZ,Bullhead City city,82.7,35948
AZ,Burnside CDP,79,24583
AZ,Bylas CDP,72.3,24028
AZ,Cactus Flats CDP,93.4,56897
AZ,Cactus Forest CDP,100,26573
AZ,Cameron CDP,71.1,35000
AZ,Campo Bonito CDP,100, 
AZ,Camp Verde town,83.9,32957
AZ,Cane Beds CDP,100,47647
AZ,Canyon Day CDP,73.4,30000
AZ,Carefree town,99.4,93014
AZ,Carrizo CDP,53.2,22946
AZ,Casa Blanca CDP,63.6,18750
AZ,Casa Grande city,86.4,44348
AZ,Casas Adobes CDP,92.8,56265
AZ,Catalina CDP,90.5,50885
AZ,Catalina Foothills CDP,98,78586
AZ,Cave Creek town,96.6,76149
AZ,Cedar Creek CDP,70.4,22411
AZ,Centennial Park CDP,80.3,45060
AZ,Central CDP,88.2, 
AZ,Central Heights-Midland City CDP,72.2,34000
AZ,Chandler city,91.5,72695
AZ,Charco CDP,37.5, 
AZ,Chiawuli Tak CDP,100,  
AZ,Chilchinbito CDP,76.4,16528
AZ,Chinle CDP,83.1,41296
AZ,Chino Valley town,87,43379
AZ,Chloride CDP,96.3,20431
AZ,Christopher Creek CDP,100,23611
AZ,Chuichu CDP,59,39350
AZ,Cibecue CDP,58.2,18088
AZ,Cibola CDP,49.5,36940
AZ,Cienega Springs CDP,86.4,33636
AZ,Citrus Park CDP,93.3,93684
AZ,Clacks Canyon CDP,100,100104
AZ,Clarkdale town,94.7,46949
AZ,Claypool CDP,79.3,32796
AZ,Clay Springs CDP,82.8, 
AZ,Clifton town,82.3,58036
AZ,Colorado City town,43.2,30150
AZ,Comobabi CDP,55.6, 
AZ,Concho CDP,78.6, 
AZ,Congress CDP,89.5,39364
AZ,Coolidge city,80.7,39621
AZ,Copper Hill CDP,100, 
AZ,Cordes Lakes CDP,79.7,30815
AZ,Cornfields CDP,67.3,21250
AZ,Cornville CDP,82.5,38900
AZ,Corona de Tucson CDP,96,90231
AZ,Cottonwood CDP,84.6,41875
AZ,Cottonwood city,84.9,36440
AZ,Cowlic CDP,100, 
AZ,Crozier CDP,86.4,45208
AZ,Crystal Beach CDP,76.5,38625
AZ,Cutter CDP,100, 
AZ,Dateland CDP,84,45417
AZ,Deer Creek CDP,91.1,55179
AZ,Del Muerto CDP,40.7, 
AZ,Dennehotso CDP,74.4,23500
AZ,Desert Hills CDP,76.3,30513
AZ,Dewey-Humboldt town,89,44167
AZ,Dilkon CDP,73.5,30833
AZ,Dolan Springs CDP,78.9,19615
AZ,Doney Park CDP,83,82806
AZ,Donovan Estates CDP,58.2,37938
AZ,Douglas city,70.9,27975
AZ,Dragoon CDP,83.3,65074
AZ,Drexel Heights CDP,79.1,45617
AZ,Dripping Springs CDP,87.4,32222
AZ,Drysdale CDP,16.4,13750
AZ,Dudleyville CDP,94.9,56518
AZ,Duncan town,72.2,29400
AZ,Eagar town,89.2,50675
AZ,East Fork CDP,40.8,15994
AZ,East Globe CDP,73.7,101313
AZ,East Verde Estates CDP,95,34408
AZ,Ehrenberg CDP,79.1,37125
AZ,El Capitan CDP,88.5,74028
AZ,Elephant Head CDP,96.6,70060
AZ,Elfrida CDP,69.6,38750
AZ,Elgin CDP,100,73214
AZ,El Mirage city,82.8,50326
AZ,Eloy city,64.2,31033
AZ,El Prado Estates CDP,35,33750
AZ,First Mesa CDP,84.5,23790
AZ,Flagstaff city,91.3,48680
AZ,Florence town,75.6,47891
AZ,Flowing Springs CDP,77,(X)
AZ,Flowing Wells CDP,84.4,34138
AZ,Fort Apache CDP,82.1,110250
AZ,Fort Defiance CDP,86.9,33264
AZ,Fort Mohave CDP,86.3,42418
AZ,Fort Thomas CDP,93.5,50125
AZ,Fortuna Foothills CDP,86.6,50504
AZ,Fort Valley CDP,97,111345
AZ,Fountain Hills town,96.6,73272
AZ,Franklin CDP,100,(X)
AZ,Fredonia town,86,46490
AZ,Freedom Acres CDP,62.3,43472
AZ,Gadsden CDP,42.4,(X)
AZ,Ganado CDP,77.8,30556
AZ,Geronimo Estates CDP,100,-
AZ,Gila Bend town,61.2,29795
AZ,Gila Crossing CDP,60.6,35500
AZ,Gilbert town,95.6,82424
AZ,Gisela CDP,87,35444
AZ,Glendale city,83.6,46776
AZ,Globe city,83,42405
AZ,Gold Canyon CDP,96.2,67876
AZ,Golden Shores CDP,77.9,29118
AZ,Golden Valley CDP,81.6,33639
AZ,Goodyear city,92.1,70323
AZ,Goodyear Village CDP,78,22361
AZ,Grand Canyon Village CDP,91.6,38137
AZ,Grand Canyon West CDP,-,-
AZ,Greasewood CDP,74.4,27222
AZ,Green Valley CDP,96.4,46682
AZ,Greer CDP,100,-
AZ,Guadalupe town,61.2,29375
AZ,Gu Oidak CDP,78.4,35625
AZ,Hackberry CDP,88.4,43750
AZ,Haigler Creek CDP,100,-
AZ,Haivana Nakya CDP,57.8,(X)
AZ,Hard Rock CDP,69.8,(X)
AZ,Hayden town,84,38167
AZ,Heber-Overgaard CDP,76.9,30114
AZ,Holbrook city,88.5,50240
AZ,Hondah CDP,81.5,48125
AZ,Hotevilla-Bacavi CDP,85.2,41467
AZ,Houck CDP,66,20060
AZ,Huachuca City town,89.5,31058
AZ,Hunter Creek CDP,-,-
AZ,Icehouse Canyon CDP,88.1,30714
AZ,Indian Wells CDP,66.9,28333
AZ,Jakes Corner CDP,70.7,(X)
AZ,Jeddito CDP,77.4,22917
AZ,Jerome town,96.9,30000
AZ,Joseph City CDP,91.6,45341
AZ,Kachina Village CDP,95.5,52668
AZ,Kaibab CDP,72.5,19375
AZ,Kaibito CDP,66.3,33083
AZ,Kaka CDP,63.2,(X)
AZ,Katherine CDP,94.1,33611
AZ,Kayenta CDP,86.7,28828
AZ,Keams Canyon CDP,71.1,(X)
AZ,Kearny town,87.7,43563
AZ,Kingman city,87,43246
AZ,Kino Springs CDP,90.6,33571
AZ,Klagetoh CDP,76.5,21875
AZ,Kohatk CDP,0,-
AZ,Kohls Ranch CDP,100,(X)
AZ,Komatke CDP,58.5,26146
AZ,Ko Vaya CDP,100,-
AZ,Kykotsmovi Village CDP,96.8,32381
AZ,Lake Havasu City city,88.5,42847
AZ,Lake Montezuma CDP,84.8,50014
AZ,Lake of the Woods CDP,77.9,38173
AZ,La Paz Valley CDP,77.6,39000
AZ,Lazy Y U CDP,96.7,123500
AZ,LeChee CDP,79.8,55625
AZ,Leupp CDP,75.7,30833
AZ,Linden CDP,92.4,47944
AZ,Litchfield Park city,94.2,84191
AZ,Littlefield CDP,86,-
AZ,Littletown CDP,87.3,42500
AZ,Lower Santan Village CDP,58.7,7175
AZ,Low Mountain CDP,66.1,(X)
AZ,Lukachukai CDP,75.2,30074
AZ,Lupton CDP,100,-
AZ,McConnico CDP,-,-
AZ,McNary CDP,79.6,35000
AZ,McNeal CDP,95.4,39167
AZ,Maish Vaya CDP,74.7,20625
AZ,Mammoth town,63.5,35625
AZ,Many Farms CDP,81.6,48958
AZ,Marana town,94.1,74438
AZ,Maricopa city,91.7,65793
AZ,Maricopa Colony CDP,69.1,33929
AZ,Martinez Lake CDP,100,108542
AZ,Mayer CDP,89.2,44583
AZ,Mead Ranch CDP,100,-
AZ,Meadview CDP,89.4,25364
AZ,Mesa city,87.5,48809
AZ,Mesa del Caballo CDP,84.3,30273
AZ,Mescal CDP,87.6,49388
AZ,Mesquite Creek CDP,83.8,41389
AZ,Miami town,77.3,40602
AZ,Miracle Valley CDP,70.9,37143
AZ,Moccasin CDP,90.9,-
AZ,Moenkopi CDP,91.1,49762
AZ,Mohave Valley CDP,83.2,44105
AZ,Mojave Ranch Estates CDP,85.2,(X)
AZ,Morenci CDP,94.3,65706
AZ,Morristown CDP,96.9,24091
AZ,Mountainaire CDP,94.9,57273
AZ,Munds Park CDP,100,(X)
AZ,Naco CDP,72.1,33393
AZ,Nazlini CDP,73.1,28750
AZ,Nelson CDP,83.7,39028
AZ,New Kingman-Butler CDP,78.2,27675
AZ,New River CDP,95.3,74920
AZ,Nogales city,62.6,28044
AZ,Nolic CDP,-,-
AZ,North Fork CDP,83.8,45372
AZ,Nutrioso CDP,100,-
AZ,Oak Springs CDP,77.5,39583
AZ,Oatman CDP,40.8,(X)
AZ,Oljato-Monument Valley CDP,84.7,18125
AZ,Oracle CDP,86.3,54029
AZ,Orange Grove Mobile Manor CDP,13.6,23884
AZ,Oro Valley town,97.4,77770
AZ,Oxbow Estates CDP,100,(X)
AZ,Padre Ranchitos CDP,52.2,44432
AZ,Page city,86.9,57161
AZ,Palominas CDP,100,(X)
AZ,Paradise Valley town,97.4,151184
AZ,Parker town,80.4,43271
AZ,Parker Strip CDP,94,52132
AZ,Parks CDP,96.2,55185
AZ,Patagonia town,86.6,19157
AZ,Paulden CDP,84.8,42794
AZ,Payson town,88.3,42856
AZ,Peach Springs CDP,72.3,34044
AZ,Peeples Valley CDP,94.2,49545
AZ,Peoria city,92.4,65314
AZ,Peridot CDP,73.7,40500
AZ,Phoenix city,80.7,47326
AZ,Picacho CDP,67.9,36250
AZ,Picture Rocks CDP,89.6,55643
AZ,Pima town,87.8,47277
AZ,Pimaco Two CDP,85.7,31438
AZ,Pinal CDP,80.9,(X)
AZ,Pine CDP,94.5,62550
AZ,Pinedale CDP,87.4,58534
AZ,Pine Lake CDP,100,-
AZ,Pinetop Country Club CDP,97.2,62850
AZ,Pinetop-Lakeside town,92.8,58875
AZ,Pinion Pines CDP,100,69605
AZ,Pinon CDP,72.1,36161
AZ,Pirtleville CDP,42.6,18125
AZ,Pisinemo CDP,66.8,26250
AZ,Poston CDP,57.5,23988
AZ,Prescott city,92.8,44846
AZ,Prescott Valley town,87.6,42571
AZ,Quartzsite town,81,29863
AZ,Queen Creek town,96,83678
AZ,Queen Valley CDP,95.4,38500
AZ,Rainbow City CDP,65.5,39000
AZ,Rancho Mesa Verde CDP,11.8,21891
AZ,Red Mesa CDP,81.1,42321
AZ,Red Rock CDP (Apache County),74.3,25625
AZ,Red Rock CDP (Pinal County),92.6,57917
AZ,Rillito CDP,54.8,-
AZ,Rincon Valley CDP,95.1,89000
AZ,Rio Rico CDP,76.4,50773
AZ,Rio Verde CDP,97.8,101855
AZ,Rock House CDP,100,-
AZ,Rock Point CDP,67.9,26607
AZ,Roosevelt CDP,88.5,-
AZ,Rough Rock CDP,88.5,39464
AZ,Round Rock CDP,67.6,24167
AZ,Round Valley CDP,93.7,81360
AZ,Rye CDP,50,(X)
AZ,Sacate Village CDP,63.6,(X)
AZ,Sacaton CDP,72.9,30147
AZ,Sacaton Flats Village CDP,73.9,29643
AZ,Saddlebrooke CDP,98.9,67834
AZ,Safford city,87.1,46277
AZ,Sahuarita town,94.6,66339
AZ,St. David CDP,93.7,42941
AZ,St. Johns city,84.7,39348
AZ,St. Johns CDP,75.3,32188
AZ,St. Michaels CDP,85.6,42206
AZ,Salome CDP,74.9,32175
AZ,San Carlos CDP,66.4,25363
AZ,Sanders CDP,62.9,21125
AZ,San Jose CDP,75.1,43375
AZ,San Luis city,41.9,30637
AZ,San Manuel CDP,87.2,43629
AZ,San Miguel CDP,94.7,26719
AZ,San Simon CDP,100,34531
AZ,Santa Cruz CDP,-,-
AZ,San Tan Valley CDP,90.2,59769
AZ,Santa Rosa CDP,72.7,27279
AZ,Sawmill CDP,70.9,25750
AZ,Scenic CDP,81.9,33735
AZ,Scottsdale city,96.2,73288
AZ,Seba Dalkai CDP,48.2,28750
AZ,Second Mesa CDP,82.3,31974
AZ,Sedona city,95.6,55135
AZ,Sehili CDP,79.5,(X)
AZ,Seligman CDP,83.3,(X)
AZ,Sells CDP,80.2,24063
AZ,Seven Mile CDP,77.2,17344
AZ,Shongopovi CDP,81.2,39583
AZ,Shonto CDP,77.3,35357
AZ,Show Low city,88.7,42614
AZ,Sierra Vista city,93.2,59091
AZ,Sierra Vista Southeast CDP,94.7,52026
AZ,Six Shooter Canyon CDP,87.3,52448
AZ,Snowflake town,90.6,51938
AZ,So-Hi CDP,82.7,22750
AZ,Solomon CDP,70.7,51875
AZ,Somerton city,51,31540
AZ,Sonoita CDP,97.4,83229
AZ,South Komelik CDP,100,18167
AZ,South Tucson city,59.7,21964
AZ,Springerville town,82.1,35104
AZ,Spring Valley CDP,86.9,43083
AZ,Stanfield CDP,74.6,4511
AZ,Star Valley town,90.6,26746
AZ,Steamboat CDP,64.5,22625
AZ,Stotonic Village CDP,64.1,8750
AZ,Strawberry CDP,93.3,42422
AZ,Summerhaven CDP,100,-
AZ,Summit CDP,53.2,28935
AZ,Sun City CDP,91,36365
AZ,Sun City West CDP,94.1,44614
AZ,Sunizona CDP,82.1,24875
AZ,Sun Lakes CDP,95.3,51384
AZ,Sun Valley CDP,83.6,13151
AZ,Sunwest CDP,100,-
AZ,Supai CDP,100,-
AZ,Superior town,80.3,41367
AZ,Surprise city,92.9,59916
AZ,Sweet Water Village CDP,76.8,53235
AZ,Swift Trail Junction CDP,91.2,47226
AZ,Tacna CDP,76.3,31815
AZ,Tanque Verde CDP,96.5,92488
AZ,Tat Momoli CDP,0,-
AZ,Taylor town,84.1,53918
AZ,Teec Nos Pos CDP,78.5,30625
AZ,Tees Toh CDP,69.6,25625
AZ,Tempe city,91.7,49012
AZ,Thatcher town,93.8,44167
AZ,Theba CDP,17.5,32813
AZ,Three Points CDP,74.4,36681
AZ,Tolani Lake CDP,68.5,21458
AZ,Tolleson city,62.4,31388
AZ,Tombstone city,88.6,32140
AZ,Tonalea CDP,65.8,23750
AZ,Tonopah CDP,100,-
AZ,Tonto Basin CDP,92,31944
AZ,Tonto Village CDP,100,57000
AZ,Topawa CDP,81.6,15313
AZ,Topock CDP,100,-
AZ,Top-of-the-World CDP,71.9,77689
AZ,Toyei CDP,-,-
AZ,Truxton CDP,82.7,30673
AZ,Tsaile CDP,79.2,30833
AZ,Tubac CDP,99.2,49821
AZ,Tuba City CDP,88.1,47091
AZ,Tucson city,84.2,37149
AZ,Tucson Estates CDP,88.1,43919
AZ,Tumacacori-Carmen CDP,85.2,29861
AZ,Turkey Creek CDP,69.9,46429
AZ,Tusayan town,88.9,36094
AZ,Upper Santan Village CDP,61.9,(X)
AZ,Utting CDP,35.3,50441
AZ,Vail CDP,95,81894
AZ,Vaiva Vo CDP,50,-
AZ,Valencia West CDP,82.5,56264
AZ,Valentine CDP,37.3,(X)
AZ,Valle CDP,31.9,24400
AZ,Valle Vista CDP,91.9,52083
AZ,Ventana CDP,77.8,"2,500-"
AZ,Verde Village CDP,85.8,45254
AZ,Vernon CDP,100,-
AZ,Vicksburg CDP,64.5,36908
AZ,Village of Oak Creek (Big Park) CDP,94.5,58882
AZ,Wagon Wheel CDP,88.9,46771
AZ,Wahak Hotrontk CDP,89.5,(X)
AZ,Wall Lane CDP,39.6,30000
AZ,Walnut Creek CDP,95.9,41250
AZ,Washington Park CDP,100,46467
AZ,Wellton town,84.7,42869
AZ,Wellton Hills CDP,100,31696
AZ,Wenden CDP,55.5,28000
AZ,Wet Camp Village CDP,37.7,32031
AZ,Wheatfields CDP,79.3,40000
AZ,Whetstone CDP,88.8,55694
AZ,Whispering Pines CDP,100,34286
AZ,Whitecone CDP,63.3,20673
AZ,White Hills CDP,76.3,48977
AZ,White Mountain Lake CDP,78.4,24297
AZ,Whiteriver CDP,72.3,23571
AZ,Why CDP,91.3,(X)
AZ,Wickenburg town,89.7,39148
AZ,Wide Ruins CDP,40.7,-
AZ,Wikieup CDP,57.4,22500
AZ,Wilhoit CDP,80.1,34167
AZ,Willcox city,84.8,42045
AZ,Williams city,88.6,40200
AZ,Williamson CDP,94.5,67804
AZ,Willow Canyon CDP,-,-
AZ,Willow Valley CDP,85.4,33591
AZ,Window Rock CDP,81.5,42202
AZ,Winkelman town,84.5,41250
AZ,Winslow city,79.6,34211
AZ,Winslow West CDP,56.5,23393
AZ,Wintersburg CDP,100,68702
AZ,Wittmann CDP,95.5,(X)
AZ,Woodruff CDP,100,-
AZ,Yarnell CDP,91.2,26389
AZ,York CDP,96.2,41336
AZ,Young CDP,91.5,48281
AZ,Youngtown town,82.7,38205
AZ,Yucca CDP,82,27857
AZ,Yuma city,77.5,43754
AR,Adona city,79.3,(X)
AR,Alexander city,78.1,37882
AR,Alicia town,79.2,16389
AR,Allport town,80.5,22222
AR,Alma city,88.7,48859
AR,Almyra town,91.4,41042
AR,Alpena town,80,26250
AR,Altheimer city,80,35438
AR,Altus city,80.7,30956
AR,Amagon town,74.3,23750
AR,Amity city,89.8,28611
AR,Anthonyville town,47,19400
AR,Antoine town,78.7,40000
AR,Arkadelphia city,85.9,28581
AR,Arkansas City city,73.9,38250
AR,Ashdown city,88.2,33696
AR,Ash Flat city,74.1,22946
AR,Atkins city,79.6,40122
AR,Aubrey town,69,(X)
AR,Augusta city,72.2,28495
AR,Austin city,95.9,70652
AR,Avilla CDP,91.3,59806
AR,Avoca town,88,54375
AR,Bald Knob city,73.9,30913
AR,Banks town,81.9,21500
AR,Barling city,81.7,36491
AR,Bassett town,63.9,27143
AR,Batesville city,84.6,38092
AR,Bauxite town,76.2,36548
AR,Bay city,85.7,35984
AR,Bearden city,84.9,25417
AR,Beaver town,91.7,42143
AR,Beebe city,83.6,36558
AR,Beedeville town,71.1,22083
AR,Bella Vista city,94.7,61290
AR,Bellefonte town,81.2,36964
AR,Belleville city,69.5,35000
AR,Ben Lomond town,70.3,25972
AR,Benton city,87,51778
AR,Bentonville city,92.4,71941
AR,Bergman town,81.3,41339
AR,Berryville city,75.2,35327
AR,Bethel Heights city,81.8,52426
AR,Bigelow town,72.6,33750
AR,Big Flat town,62.5,(X)
AR,Biggers town,72.8,37813
AR,Birdsong town,60,30833
AR,Black Oak town,80.1,37386
AR,Black Rock city,77.7,28355
AR,Black Springs town,56.5,26250
AR,Blevins city,78.7,34875
AR,Blue Eye town,16.7,(X)
AR,Blue Mountain town,75,(X)
AR,Bluff City town,75,22083
AR,Blytheville city,83,32958
AR,Bodcaw town,72.2,46563
AR,Bonanza city,78,46071
AR,Bono city,80.3,36875
AR,Booneville city,80.9,26878
AR,Bradford city,76.2,28125
AR,Bradley city,70.8,15179
AR,Branch city,70.1,28958
AR,Briarcliff city,86.9,41250
AR,Brinkley city,76.5,23112
AR,Brookland city,76.5,40625
AR,Bryant city,93.5,60162
AR,Buckner city,74.2,35625
AR,Bull Shoals city,93.4,35737
AR,Burdette town,81.3,50000
AR,Cabot city,92.4,57790
AR,Caddo Valley town,94,42105
AR,Caldwell town,78.7,33623
AR,Cale town,92,27813
AR,Calico Rock city,76.7,20526
AR,Calion city,67,35833
AR,Camden city,82,25256
AR,Cammack Village city,99,63750
AR,Campbell Station city,84.8,50833
AR,Caraway city,79.2,37917
AR,Carlisle city,83.7,47069
AR,Carthage city,76.6,41364
AR,Casa town,81.4,45313
AR,Cash town,67.4,29643
AR,Caulksville town,84.6,33125
AR,Cave City city,80.3,26194
AR,Cave Springs city,92.2,68462
AR,Cedarville city,81.4,50313
AR,Center Ridge CDP,86.3,35000
AR,Centerton city,91.4,56552
AR,Central City town,85.6,37875
AR,Charleston city,89.9,41607
AR,Cherokee City CDP,100,-
AR,Cherokee Village city,90.9,34023
AR,Cherry Valley city,78.4,40521
AR,Chester town,58.4,20500
AR,Chidester city,74.6,21875
AR,Clarendon city,74.7,19471
AR,Clarkedale city,90.4,84712
AR,Clarksville city,78.1,31452
AR,Clinton city,81.8,33882
AR,Coal Hill city,77.1,33438
AR,College City city,95.3,33750
AR,College Station CDP,59.7,24130
AR,Colt city,70,27656
AR,Concord town,82.1,36250
AR,Conway city,92.9,47504
AR,Corinth town,94.2,88056
AR,Corning city,77,26660
AR,Cotter city,91.6,32305
AR,Cotton Plant city,75.2,20583
AR,Cove town,83.2,35833
AR,Coy town,73.9,(X)
AR,Crawfordsville town,73.4,42083
AR,Crossett city,90.7,31193
AR,Cushman city,76,28641
AR,Daisy town,82.3,37083
AR,Damascus town,91.6,43875
AR,Danville city,63.5,35365
AR,Dardanelle city,67.6,29962
AR,Datto town,56.5,40625
AR,Decatur city,60.1,34457
AR,Delaplaine town,90.4,(X)
AR,Delight city,88.9,25714
AR,Dell town,92.1,29375
AR,Dennard CDP,56.7,17377
AR,Denning town,82.3,38750
AR,De Queen city,53.2,30048
AR,Dermott city,73.2,21017
AR,Des Arc city,79,27804
AR,De Valls Bluff city,65.6,20833
AR,DeWitt city,75.3,31000
AR,Diamond City city,75.8,28438
AR,Diaz city,78.7,30144
AR,Dierks city,75,32083
AR,Donaldson town,86.6,27500
AR,Dover city,85.2,33917
AR,Dumas city,76.3,21875
AR,Dyer city,89.2,45536
AR,Dyess town,68.6,42250
AR,Earle city,71.3,23098
AR,East Camden town,88.8,30524
AR,East End CDP,85.6,49420
AR,Edmondson town,67.4,26750
AR,Egypt town,83.3,38393
AR,Elaine city,73.9,20156
AR,El Dorado city,80,34239
AR,Elkins city,88.8,48125
AR,Elm Springs city,82.6,67700
AR,Emerson town,90.4,28750
AR,Emmet city,81,34844
AR,England city,82.3,31577
AR,Enola town,81,49167
AR,Etowah town,70.3,33750
AR,Eudora city,79.3,20104
AR,Eureka Springs city,91.7,34208
AR,Evening Shade city,81.7,32031
AR,Everton town,67.5,45417
AR,Fairfield Bay city,94.2,34455
AR,Fargo town,93.2,39750
AR,Farmington city,92.3,50609
AR,Fayetteville city,91.7,39432
AR,Felsenthal town,92.4,31964
AR,Fifty-Six city,86.5,45625
AR,Fisher city,81.3,41000
AR,Flippin city,79.5,25033
AR,Fordyce city,84,31074
